line_no,N,M_stored,M_pari,K_stored,K_pari,U_stored,U_pari,Q_stored,Q_pari,R_stored,R_pari,irreducible,max_off_circle,ok_irr,ok_M,ok_KUQR
793,40,1.285411068708624606389642820962848538408764396759386097857062421743701983,1.28541106870862460638964282096284853840876439675938609785706,6,6,28,28,12,12,0,0,1,0.0515021208665632599075056576964112067611781726708089330869865,1,1,1
794,40,1.285662153518279773733760271813731590419384251498975574627385249929022750,1.28566215351827977373376027181373159041938425149897557462739,4,4,32,32,8,8,0,0,1,0.0794855830331465975226380317818515778892454774657692658978960,1,1,1
795,40,1.286066935871929260541952335475136421342795453826201813700137525985238003,1.28606693587192926054195233547513642134279545382620181370014,3,3,34,34,4,4,2,2,1,0.0993523254524989081862709532881319308250397266246569199946540,1,1,1
796,40,1.287184439617605261338790868118457971996847950389089035119762485012309415,1.28718443961760526133879086811845797199684795038908903511976,4,4,32,32,8,8,0,0,1,0.0681944324384194719971963430993006117398004581279064690338202,1,1,1
797,40,1.287240651486220863183999795311241948623763722926653347436093875424124827,1.28724065148622086318399979531124194862376372292665334743609,4,4,32,32,8,8,0,0,1,0.0706326683337053721055395052118390429965495691192429807419632,1,1,1
798,40,1.287317575224664590694001156748862382056379383232806925867835881573234437,1.28731757522466459069400115674886238205637938323280692586784,2,2,36,36,4,4,0,0,1,0.134600182982827035069192407324134740876415852438747345263914,1,1,1
799,40,1.287361243736869114414812769146169290256897427150240660421582313077807713,1.28736124373686911441481276914616929025689742715024066042158,8,8,24,24,16,16,0,0,1,0.0454620103304575877455056341291299220736354958383439513758355,1,1,1
800,40,1.288244616730465888706433826565071082489483024903658485025805556986735955,1.28824461673046588870643382656507108248948302490365848502581,5,5,30,30,8,8,2,2,1,0.0723212834123981466919568953592018407684626694226076654553599,1,1,1
801,40,1.288352444032327112599638676878588552994654779279620946026686949063897852,1.28835244403232711259963867687858855299465477927962094602669,6,6,28,28,12,12,0,0,1,0.0480164400498534045715331795136408563379881255050817651916069,1,1,1
802,40,1.288918014880156779077281424941674329110045542702788039587608600136998033,1.28891801488015677907728142494167432911004554270278803958761,4,4,32,32,8,8,0,0,1,0.0929826261699565618347884929252427704050638614525808662378126,1,1,1
803,40,1.288978745842703912356416374145980413651709384031929067569828330435331748,1.28897874584270391235641637414598041365170938403192906756983,3,3,34,34,4,4,2,2,1,0.103373896637556907788484083603416811216494756491258415057763,1,1,1
804,40,1.289050603802587098651400508362864839245494891748351820992553038415255582,1.28905060380258709865140050836286483924549489174835182099255,6,6,28,28,12,12,0,0,1,0.0530942993283037728310324068090700605489712875573263581646006,1,1,1
805,40,1.289445397427926601393061106601997996713544215138974411866406490815739545,1.28944539742792660139306110660199799671354421513897441186641,4,4,32,32,8,8,0,0,1,0.0713408518813308698102977730977688160842701139990828894899732,1,1,1
806,40,1.290905920345454689308896625417417603671095865949707663356612641598325420,1.29090592034545468930889662541741760367109586594970766335661,4,4,32,32,8,8,0,0,1,0.0860531514243102939055323257447889052925278089085893103819705,1,1,1
807,40,1.291228309067186195450021996834759342056691260368923605308090404985179133,1.29122830906718619545002199683475934205669126036892360530809,2,2,36,36,4,4,0,0,1,0.136322273418587089630516661196085326185893907298042967673372,1,1,1
808,40,1.291534271917976693312974209290841253133844338091570035083427871909236187,1.29153427191797669331297420929084125313384433809157003508343,8,8,24,24,16,16,0,0,1,0.0443220560083093675434462323759309613376655401723565591379170,1,1,1
809,40,1.291702653641770746831313621015490806061939996840165290991297963208954907,1.29170265364177074683131362101549080606193999684016529099130,6,6,28,28,12,12,0,0,1,0.0484871371344089643335081455675949428528606313561294958220044,1,1,1
810,40,1.291852122351455684364359374670144607890761115695533353016453454828862223,1.29185212235145568436435937467014460789076111569553335301645,4,4,32,32,8,8,0,0,1,0.0850609154964762837332730188504630457261010845810157961498484,1,1,1
811,40,1.291886835053463608783325185694417798688846836277054596029320976883711165,1.29188683505346360878332518569441779868884683627705459602932,3,3,34,34,4,4,2,2,1,0.108510153315931940837739018858407823144693937165827128658627,1,1,1
812,40,1.292418657582426546281031229140237872352241309398852816864941224955073999,1.29241865758242654628103122914023787235224130939885281686494,1,1,38,38,0,0,2,2,1,0.292418657582426546281031229140237872352241309398852816864941,1,1,1
813,40,1.292664281558190076925277189073643385370097424927549041638433767151997226,1.29266428155819007692527718907364338537009742492754904163843,4,4,32,32,4,4,4,4,1,0.0870526262850411943904644273866313997988839488320606285258126,1,1,1
814,40,1.292765482064833404820282186622379196040812003032296209306653430667093935,1.29276548206483340482028218662237919604081200303229620930665,6,6,28,28,12,12,0,0,1,0.0487868629044721333290566947621939231656560198474149588172540,1,1,1
815,40,1.292772442635577024911220056245853346489206151919480145135123995682048594,1.29277244263557702491122005624585334648920615191948014513512,3,3,34,34,4,4,2,2,1,0.190533017754688064416940180510482672324323128621471772769781,1,1,1
816,40,1.292789783629072032573399204723672435525972118642980369848678109511751783,1.29278978362907203257339920472367243552597211864298036984868,7,7,26,26,12,12,2,2,1,0.0522012224487378315683657593881996649269098419393478653499213,1,1,1
817,40,1.292826580455725858055519637995417364380289783754248550743522183175779302,1.29282658045572585805551963799541736438028978375424855074352,4,4,32,32,8,8,0,0,1,0.0721603640094899521194654367257882696596238718694611491085522,1,1,1
818,40,1.293460430845589956651598353649293048743389815745451290708226458477875391,1.29346043084558995665159835364929304874338981574545129070823,2,2,36,36,4,4,0,0,1,0.137304018653583214644207532899367982650364267403176613349966,1,1,1
819,40,1.293503916101958461127874022338030518822018500661811439630094778437823554,1.29350391610195846112787402233803051882201850066181143963009,5,5,30,30,8,8,2,2,1,0.0810164982705958899544950664253768163482757137475188545742073,1,1,1
820,40,1.294242444419959454507042892685443684808991714340766417407856236059513799,1.29424244441995945450704289268544368480899171434076641740786,4,4,32,32,8,8,0,0,1,0.0728930633323905763301289086282921323916074948684879404184299,1,1,1
821,40,1.294503800033363388255140768267920091558193122826102276266354606787437232,1.29450380003336338825514076826792009155819312282610227626635,4,4,32,32,8,8,0,0,1,0.0685284467635488809267420096788778376644347160656547431236886,1,1,1
822,40,1.294594236600925646248600378897334350438060632134296865001505011593436948,1.29459423660092564624860037889733435043806063213429686500151,7,7,26,26,12,12,2,2,1,0.0493522274842323166070043524020297902718133385363209392688776,1,1,1
823,40,1.294754520813692500419033461226461841550074902380380596194458544533775138,1.29475452081369250041903346122646184155007490238038059619446,4,4,32,32,8,8,0,0,1,0.0954760145279645503973314570784029657150709790605353466339943,1,1,1
824,40,1.294981483888617147452269984857252710810922916709701456265100131941162494,1.29498148388861714745226998485725271081092291670970145626510,4,4,32,32,8,8,0,0,1,0.102064114044879207872488288106317681812984894060772329537372,1,1,1
825,40,1.295175291940131933820153397442995097208963635753701576255208462681780021,1.29517529194013193382015339744299509720896363575370157625521,5,5,30,30,8,8,2,2,1,0.0832192128326566782767111112278261649716399607872120611627262,1,1,1
826,40,1.295239073785430126098719369724054387663491785564395135951769372945078755,1.29523907378543012609871936972405438766349178556439513595177,6,6,28,28,12,12,0,0,1,0.0693906011595389340466281906250176846633378910825528419430208,1,1,1
827,40,1.295589151844396217288204516945953823743834350920738410363519048285810925,1.29558915184439621728820451694595382374383435092073841036352,6,6,28,28,12,12,0,0,1,0.0566428748954722938191239797686599794271120435903479111548958,1,1,1
828,40,1.295674216375956653722815183370343183668471359774402080123318153642252089,1.29567421637595665372281518337034318366847135977440208012332,6,6,28,28,12,12,0,0,1,0.0610855462934032651579098105120221423668292522401659426668602,1,1,1
829,40,1.296174324257120282309172318386626713869370086819713981520124518707150642,1.29617432425712028230917231838662671386937008681971398152012,5,5,30,30,8,8,2,2,1,0.0770034895369647333408399883439813321442306717200603259845207,1,1,1
830,40,1.296343642174257885409421253122207530165120152467168176923555487052196746,1.29634364217425788540942125312220753016512015246716817692356,5,5,30,30,8,8,2,2,1,0.0753290158913775287584139267442289903685444564929392887333588,1,1,1
831,40,1.296645461841899939866328325390924572342230897239030007307137026621535620,1.29664546184189993986632832539092457234223089723903000730714,4,4,32,32,8,8,0,0,1,0.0765977915544331704840987605970915789859590818113788137214533,1,1,1
832,40,1.297027438813292065214726407842473845876452996397311911592057664140220339,1.29702743881329206521472640784247384587645299639731191159206,6,6,28,28,12,12,0,0,1,0.0498229230538569262187722070866478384603303588841020827145867,1,1,1
833,40,1.297322425552770634249614715407334977055643376760245574111271643156641479,1.29732242555277063424961471540733497705564337676024557411127,4,4,32,32,8,8,0,0,1,0.0720604674971703147299670924684255052411468732698626700136407,1,1,1
834,40,1.297327948474240842173883835851043859764691821328928325394874324983194752,1.29732794847424084217388383585104385976469182132892832539487,6,6,28,28,12,12,0,0,1,0.0495515182264464257197774785313057251381972370126378267872549,1,1,1
835,40,1.297458779983893662159714491518628167990402498307769802474758876661720506,1.29745877998389366215971449151862816799040249830776980247476,4,4,32,32,8,8,0,0,1,0.0983126654461261750994980145519781666177475681549806336915190,1,1,1
836,40,1.297740386710759285666457650749898302942622341063135222813164265327848921,1.29774038671075928566645765074989830294262234106313522281316,4,4,32,32,8,8,0,0,1,0.0885677270033510837306542601320876324795843487689007383847480,1,1,1
837,40,1.298591244814470673823425888013011886813749997986340481976383695232256496,1.29859124481447067382342588801301188681374999798634048197638,5,5,30,30,8,8,2,2,1,0.0611263917673526499779191135514128508810476560556536156475137,1,1,1
838,40,1.298865072656729637059642316496221794377477108285854400493390234645093118,1.29886507265672963705964231649622179437747710828585440049339,2,2,36,36,4,4,0,0,1,0.139677617862494322074479181811248280193746809789209915291630,1,1,1
839,40,1.298901196502518482641551211338044507627047034192401581571228806800493753,1.29890119650251848264155121133804450762704703419240158157123,6,6,28,28,8,8,4,4,1,0.0725992614922136949495262278833643166152219192095231451425260,1,1,1
840,40,1.298974498762769225499170406457460511260903196909000234845550864248760317,1.29897449876276922549917040645746051126090319690900023484555,5,5,30,30,8,8,2,2,1,0.0882933645770069855686477208986068411257084493146942966819413,1,1,1
841,40,1.299021805151968726919039477738672709292498917621606345894287761020947793,1.29902180515196872691903947773867270929249891762160634589429,4,4,32,32,8,8,0,0,1,0.101339895448999327394157066230884603659921825728607781607502,1,1,1
842,40,1.299555555458911524217506810525361541630339515603938773880190637343603134,1.29955555545891152421750681052536154163033951560393877388019,6,6,28,28,12,12,0,0,1,0.0512127090180380587850737385750924317823570828103667067839842,1,1,1
843,40,1.299597928982760912635623071184173202337911854672956605265044385703403869,1.29959792898276091263562307118417320233791185467295660526504,4,4,32,32,8,8,0,0,1,0.0746528419856717153255758672888194506951631152667201465628409,1,1,1
844,40,1.299950661446934708246426375329256055650726607258644144660130764566077307,1.29995066144693470824642637532925605565072660725864414466013,6,6,28,28,12,12,0,0,1,0.0897190005936744662638504125646317348493733430769829083257526,1,1,1
847,42,1.230295468643291646914000738064420242168992780886242566062451096145564945,1.23029546864329164691400073806442024216899278088624256606245,4,4,34,34,8,8,0,0,1,0.0591586182466410598872529542625042791951874768246119714077261,1,1,1
848,42,1.235761099712399032707184780362857675210119009191216076098940663678187328,1.23576109971239903270718478036285767521011900919121607609894,4,4,34,34,8,8,0,0,1,0.0607488382626426472278308013238317853373132595320946691063501,1,1,1
849,42,1.239505770489995062770765927051298508331692883309222078017685642140257221,1.23950577048999506277076592705129850833169288330922207801769,4,4,34,34,8,8,0,0,1,0.0620781343537065996147365526044259242661184988938818422604109,1,1,1
850,42,1.245372900785749839714556526803610979877758164179434940338726504005711981,1.24537290078574983971455652680361097987775816417943494033873,3,3,36,36,4,4,2,2,1,0.104231550445267588447603608555961350465584318458430981490280,1,1,1
851,42,1.245423918110112205042204769386348202939135960923777314838991633814135145,1.24542391811011220504220476938634820293913596092377731483899,3,3,36,36,4,4,2,2,1,0.0932452226040039080900870586129855863144655837278936245644703,1,1,1
